"","name","full_team","team","year","games_in_season","num_games_missing","num_games_injured","injury_types","earliest_injury","latest_injury","position_id","NFL_draft_year","NFL_draft_round","NFL_draft_rank","height_inches","weight_pounds","birthdate","forty_yd","three_cone","bench","broad_jump","combine_height","combine_weight","shuttle","vertical","game_starter"
"259439","Todd Davis","Denver Broncos","den",2019,16,2,3,"calf",1,3,"DEF",NA,NA,NA,73,230,"1992-05-17",NA,NA,NA,NA,NA,NA,NA,NA,1
"259440","Joseph Jones","Denver Broncos","den",2019,16,4,6,"tricep triceps  foot back",1,14,"OL",NA,NA,NA,72,231,"1994-02-21",NA,NA,NA,NA,NA,NA,NA,NA,0
"259441","Will Parks","Denver Broncos","den",2019,16,2,2,"hand",8,9,"DEF",2016,6,219,73,194,"1994-07-29",NA,NA,NA,NA,NA,NA,NA,NA,0
"259442","David Sharpe","Las Vegas Raiders","rai",2019,16,2,2,"calf",10,11,"OL",2017,4,129,78,330,"1995-10-21",5.44,7.87,19,97,78,343,4.78,20.5,1
"259443","Rod Smith","Las Vegas Raiders","rai",2019,NA,NA,NA,NA,NA,NA,"RB",NA,NA,NA,75,235,"1992-01-10",NA,NA,NA,NA,NA,NA,NA,NA,0
"259444","Dallin Leavitt","Las Vegas Raiders","rai",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,70,195,"1994-08-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"259445","AJ Cole III","Las Vegas Raiders","rai",2019,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,76,220,"1995-11-27",NA,NA,NA,NA,NA,NA,NA,NA,0
"259446","Trent Sieg","Las Vegas Raiders","rai",2019,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,75,240,"1995-05-19",NA,NA,NA,NA,NA,NA,NA,NA,0
"259447","Tahir Whitehead","Las Vegas Raiders","rai",2019,NA,NA,NA,NA,NA,NA,"OL",2012,5,138,74,241,"1990-04-02",4.62,7.14,21,124,73,233,4.37,37,1
"259448","Eric Tomlinson","Las Vegas Raiders","rai",2019,NA,NA,NA,NA,NA,NA,"TE",NA,NA,NA,78,263,"1992-04-22",4.98,7.46,19,110,78,263,4.54,30.5,0
"259449","Derek Carr","Las Vegas Raiders","rai",2019,NA,NA,NA,NA,NA,NA,"QB",2014,2,36,75,210,"1991-03-28",4.69,NA,NA,110,74,214,4.2,34.5,1
"259450","Derek Carrier","Las Vegas Raiders","rai",2019,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,75,240,"1990-07-25",NA,NA,NA,NA,NA,NA,NA,NA,0
"259451","P.J. Hall","Las Vegas Raiders","rai",2019,16,0,2,"illness shoulder",3,8,"DEF",2018,2,57,72,305,"1995-04-05",NA,NA,NA,NA,NA,NA,NA,NA,0
"259452","DeAndre Washington","Las Vegas Raiders","rai",2019,NA,NA,NA,NA,NA,NA,"RB",2016,5,143,68,210,"1993-02-22",4.49,7.03,24,116,68,204,4.2,34.5,1
"259453","Malcolm Brown","Los Angeles Rams","ram",2019,16,2,2,"ankle",7,8,"RB",NA,NA,NA,71,225,"1993-05-15",4.62,6.86,19,117,71,224,4.15,34.5,0
"259454","Michael Brockers","Los Angeles Rams","ram",2019,NA,NA,NA,NA,NA,NA,"DEF",2012,1,14,77,297,"1990-12-21",5.31,7.46,NA,105,77,322,4.81,26.5,1
"259455","Natrez Patrick","Los Angeles Rams","ram",2019,16,1,1,"illness",11,11,"DEF",NA,NA,NA,75,242,"1997-07-09",NA,NA,NA,NA,NA,NA,NA,NA,0
"259456","Dante Fowler","Los Angeles Rams","ram",2019,NA,NA,NA,NA,NA,NA,"OL",2015,1,3,75,255,"1994-08-03",4.6,7.4,19,112,75,261,4.32,32.5,1
"259457","Clay Matthews","Los Angeles Rams","ram",2019,16,3,3,"jaw",6,8,"DEF",2009,1,26,75,255,"1986-05-14",4.58,6.9,23,121,75,240,4.18,35.5,1
"259458","Taylor Rapp","Los Angeles Rams","ram",2019,16,1,1,"ankle",5,5,"DEF",2019,2,61,72,208,"1997-12-22",NA,6.82,17,115,72,208,3.99,35,1
"259459","Marqui Christian","Los Angeles Rams","ram",2019,NA,NA,NA,NA,NA,NA,"DEF",2016,5,167,71,195,"1994-10-27",NA,NA,NA,NA,NA,NA,NA,NA,0
"259460","Greg Gaines","Los Angeles Rams","ram",2019,NA,NA,NA,NA,NA,NA,"DEF",2019,4,134,73,312,"1996-05-06",5.16,NA,30,109,73,312,NA,31,0
"259461","Austin Corbett","Los Angeles Rams","ram",2019,NA,NA,NA,NA,NA,NA,"OL",2018,2,33,76,306,"1995-09-05",5.15,7.87,19,106,76,306,4.5,28,1
"259462","Samson Ebukam","Los Angeles Rams","ram",2019,NA,NA,NA,NA,NA,NA,"OL",2017,4,125,75,245,"1995-05-09",NA,NA,NA,NA,NA,NA,NA,NA,0
"259463","Darious Williams","Los Angeles Rams","ram",2019,16,3,3,"ankle",10,12,"DEF",NA,NA,NA,69,187,"1993-03-15",NA,NA,NA,NA,NA,NA,NA,NA,1
"259464","Johnny Hekker","Los Angeles Rams","ram",2019,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,77,241,"1990-02-08",NA,NA,NA,NA,NA,NA,NA,NA,0
"259465","Zach Kerr","Arizona Cardinals","crd",2019,16,0,2,"ankle knee",7,11,"DEF",NA,NA,NA,74,334,"1990-08-29",5.06,7.93,28,99,73,326,4.71,28.5,0
"259466","Zeke Turner","Arizona Cardinals","crd",2019,16,4,6,"hand  hamstring",1,8,"DEF",NA,NA,NA,74,214,"1996-06-09",NA,NA,NA,NA,NA,NA,NA,NA,0
"259467","Mason Cole","Arizona Cardinals","crd",2019,NA,NA,NA,NA,NA,NA,"OL",2018,3,97,77,298,"1996-03-28",5.23,7.77,23,104,76,307,4.78,23.5,0
"259468","Pharoh Cooper","Arizona Cardinals","crd",2019,NA,NA,NA,NA,NA,NA,"WR",2016,4,117,71,208,"1995-03-07",4.52,NA,15,115,71,203,NA,31,0
"259469","Chase Edmonds","Arizona Cardinals","crd",2019,16,3,3,"hamstring",9,11,"RB",2018,4,134,69,210,"1996-04-13",4.55,6.79,19,122,69,205,4.07,34,0
"259470","Andy Isabella","Arizona Cardinals","crd",2019,16,0,1,"shoulder",14,14,"WR",2019,2,62,69,188,"1996-11-18",4.31,6.95,15,121,69,188,4.15,36.5,0
"259471","Dan Arnold","Arizona Cardinals","crd",2019,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,78,240,"1995-03-15",NA,NA,NA,NA,NA,NA,NA,NA,1
"259472","Chris Banjo","Arizona Cardinals","crd",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,70,207,"1990-02-26",NA,NA,NA,NA,NA,NA,NA,NA,0
"259473","Kyler Murray","Arizona Cardinals","crd",2019,16,0,2,"hamstring",12,16,"QB",2019,1,1,70,207,"1997-08-07",NA,NA,NA,NA,70,207,NA,NA,1
"259487","Azeez Al-Shaair","San Francisco 49ers","sfo",2019,19,1,1,"concussion",10,10,"DEF",NA,NA,NA,74,228,"1997-08-04",NA,NA,16,NA,73,234,NA,NA,1
"259489","Kevin Givens","San Francisco 49ers","sfo",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,73,285,"1997-03-01",5.08,7.63,32,115,73,285,4.62,31,0
"259499","Mark Fields II","Minnesota Vikings","min",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,70,192,"1996-10-10",4.37,NA,18,NA,70,192,NA,NA,0
"259500","Ben Roethlisberger","Pittsburgh Steelers","pit",2019,16,14,14,"",3,16,"QB",2004,1,11,77,240,"1982-03-02",4.75,NA,NA,NA,77,241,NA,NA,1
"259501","Ryan Connelly","New York Giants","nyg",2019,16,12,12,"",5,16,"DEF",2019,5,143,74,234,"1995-10-23",4.66,7.09,NA,118,74,242,4.31,34.5,1
"259506","Matt Skura","Baltimore Ravens","rav",2019,17,6,7,"knee",5,17,"OL",NA,NA,NA,75,305,"1993-02-17",5.39,7.89,27,103,75,305,4.76,24,1
"259511","Kenny Wiggins","Detroit Lions","det",2019,16,2,2,"",15,16,"OL",NA,NA,NA,78,315,"1988-08-08",NA,NA,NA,NA,NA,NA,NA,NA,1
"259553","Jeremiah Valoaga","San Francisco 49ers","sfo",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,78,275,"1994-11-15",NA,NA,NA,NA,NA,NA,NA,NA,0
"259590","Jalen Ramsey","Los Angeles Rams","ram",2019,16,1,1,"knee",16,16,"DEF",2016,1,5,73,208,"1994-10-24",4.41,6.94,14,135,73,209,4.18,41.5,1
"259596","Darrell Henderson","Los Angeles Rams","ram",2019,16,1,1,"",16,16,"RB",2019,3,70,68,208,"1997-08-19",4.49,NA,22,121,68,208,NA,33.5,0
"259601","Codey McElroy","Tampa Bay Buccaneers","tam",2019,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,78,258,"1992-12-13",NA,NA,NA,NA,NA,NA,NA,NA,0
"259610","Ishmael Hyman","Tampa Bay Buccaneers","tam",2019,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,72,196,"1995-08-23",NA,NA,NA,NA,NA,NA,NA,NA,1
"259636","Vincent Taylor","Buffalo Bills","buf",2019,NA,NA,NA,NA,NA,NA,"DEF",2017,6,194,75,311,"1994-01-05",5.07,7.58,26,108,75,304,4.72,28.5,0
"259651","Levi Wallace","Buffalo Bills","buf",2019,17,1,2,"shoulder ankle",8,17,"DEF",NA,NA,NA,72,179,"1995-06-12",4.63,NA,NA,NA,72,183,NA,33,1
"259659","Tommy Sweeney","Buffalo Bills","buf",2019,NA,NA,NA,NA,NA,NA,"TE",2019,7,228,77,251,"1995-07-01",4.83,NA,17,NA,76,251,NA,NA,0
"259660","Ike Boettger","Buffalo Bills","buf",2019,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,78,313,"1994-10-05",NA,NA,NA,NA,NA,NA,NA,NA,0
"259662","Robert Foster","Buffalo Bills","buf",2019,17,2,3,"groin hamstring",4,12,"WR",NA,NA,NA,74,196,"1994-05-07",NA,NA,NA,NA,NA,NA,NA,NA,1
"259663","Sam Ficken","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"K",NA,NA,NA,73,192,"1992-12-14",5.06,NA,NA,NA,73,191,NA,NA,0
"259664","Josh Malone","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"WR",2017,4,128,75,205,"1996-03-21",4.4,7.05,10,121,75,208,4.19,30.5,0
"259665","Le'Veon Bell","New York Jets","nyj",2019,16,1,4,"shoulder knee illness",2,13,"RB",2013,2,48,73,225,"1992-02-18",4.6,6.75,24,118,73,230,4.24,31.5,1
"259666","Henry Anderson","New York Jets","nyj",2019,16,3,11,"shoulder knee",5,16,"DEF",2015,3,93,78,300,"1991-08-03",4.97,7.2,NA,111,78,294,4.19,30,1
"259667","Frankie Luvu","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,75,235,"1996-09-19",NA,NA,NA,NA,NA,NA,NA,NA,0
"259668","Folorunso Fatukasi","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"DEF",2018,6,180,76,318,"1995-03-04",NA,NA,NA,NA,NA,NA,NA,NA,0
"259669","Marcus Maye","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"DEF",2017,2,39,72,207,"1993-03-09",NA,NA,NA,NA,72,210,NA,NA,1
"259670","Jamal Adams","New York Jets","nyj",2019,16,2,4,"ankle",13,16,"DEF",2017,1,6,73,213,"1995-10-17",4.56,6.96,18,120,72,214,4.13,31.5,1
"259671","Jordan Jenkins","New York Jets","nyj",2019,16,2,4,"calf",3,9,"OL",2016,3,83,75,260,"1994-07-01",4.8,NA,16,121,75,259,NA,36.5,1
"259672","Robby Anderson","New York Jets","nyj",2019,16,0,3,"calf  illness",1,16,"WR",NA,NA,NA,75,190,"1993-05-09",NA,NA,NA,NA,NA,NA,NA,NA,1
"259673","James Burgess","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,72,230,"1994-03-09",NA,NA,NA,NA,NA,NA,NA,NA,1
"259674","Steve McLendon","New York Jets","nyj",2019,16,0,12,"hip hamstring neck knee",2,16,"DEF",NA,NA,NA,75,310,"1986-01-03",NA,NA,NA,NA,NA,NA,NA,NA,1
"259675","Thomas Hennessy","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,74,246,"1994-06-11",NA,NA,NA,NA,NA,NA,NA,NA,0
"259676","Arthur Maulet","New York Jets","nyj",2019,16,2,3,"calf",13,15,"DEF",NA,NA,NA,70,190,"1993-07-13",4.62,NA,18,120,70,189,NA,34.5,1
"259677","Daniel Brown","New York Jets","nyj",2019,16,0,1,"ankle",4,4,"TE",NA,NA,NA,77,247,"1992-05-26",NA,NA,NA,NA,NA,NA,NA,NA,1
"259678","Neville Hewitt","New York Jets","nyj",2019,16,4,6,"neck knee",6,11,"DEF",NA,NA,NA,74,234,"1993-04-06",NA,NA,NA,NA,NA,NA,NA,NA,1
"259679","Brandon Shell","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"OL",2016,5,158,77,324,"1992-02-06",5.22,NA,22,112,77,324,NA,30.5,1
"259680","Jonotthan Harrison","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,76,300,"1991-08-25",5.15,7.97,27,113,75,304,4.86,27,1
"259681","Kyle Phillips","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,76,277,"1997-05-05",NA,NA,NA,NA,NA,NA,NA,NA,0
"259682","Nathan Shepherd","New York Jets","nyj",2019,16,0,1,"ankle",14,14,"DEF",2018,3,72,76,315,"1993-10-09",5.09,7.5,NA,112,77,315,4.53,31,0
"259683","Nate Hairston","New York Jets","nyj",2019,16,1,2,"knee",5,6,"DEF",2017,5,158,72,185,"1994-06-30",4.52,NA,14,118,72,196,NA,35.5,0
"259684","Brandon Copeland","New York Jets","nyj",2019,16,0,2,"hip",10,11,"DEF",NA,NA,NA,75,263,"1991-07-02",NA,NA,NA,NA,NA,NA,NA,NA,0
"259685","Lac Edwards","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"P",2016,7,235,76,209,"1992-04-27",NA,NA,NA,NA,NA,NA,NA,NA,0
"259686","Ty Montgomery","New York Jets","nyj",2019,16,0,1,"foot",14,14,"WR",2015,3,94,72,216,"1993-01-22",4.55,6.97,NA,121,72,221,4.21,40.5,0
"259687","Matthias Farley","New York Jets","nyj",2019,16,3,5,"quadricep ankle",10,14,"DEF",NA,NA,NA,71,209,"1992-07-15",NA,NA,NA,NA,NA,NA,NA,NA,0
"259688","Brent Qvale","New York Jets","nyj",2019,16,13,14,"",1,14,"OL",NA,NA,NA,79,315,"1991-03-11",NA,NA,NA,NA,NA,NA,NA,NA,1
"259689","Tarell Basham","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"DEF",2017,3,80,76,266,"1994-03-18",4.7,7.27,15,119,76,269,4.35,31.5,0
"259690","Paul Worrilow","New York Jets","nyj",2019,16,4,4,"quadricep",10,13,"DEF",NA,NA,NA,72,230,"1990-05-01",NA,NA,NA,NA,NA,NA,NA,NA,0
"259691","Conor McDermott","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"OL",2017,6,211,80,305,"1992-10-19",5.18,7.52,NA,105,80,307,4.58,28.5,1
"259692","Harvey Langi","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,74,250,"1992-09-24",NA,7,23,118,74,251,4.32,33,0
"259693","Ben Braden","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,78,329,"1994-03-09",5.04,7.85,25,102,78,329,4.9,28,0
"259694","Trevon Wesco","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"TE",2019,4,121,75,267,"1995-09-12",4.89,7.18,24,117,75,267,4.38,31,0
"259695","Jamison Crowder","New York Jets","nyj",2019,NA,NA,NA,NA,NA,NA,"WR",2015,4,105,69,177,"1993-06-17",4.56,7.17,10,115,68,185,4.32,37,1
"259696","Quinnen Williams","New York Jets","nyj",2019,16,3,5,"ankle neck",2,15,"DEF",2019,1,3,75,303,"1997-12-05",4.83,NA,NA,112,75,303,NA,30.5,1
"259697","Braxton Berrios","New York Jets","nyj",2019,16,0,4,"hamstring",1,8,"WR",2018,6,210,69,190,"1995-10-06",NA,NA,11,NA,69,184,NA,NA,0
"259698","Tyler Larsen","Carolina Panthers","car",2019,16,0,1,"back",6,6,"OL",NA,NA,NA,76,335,"1991-07-08",5.17,8.22,36,102,76,313,4.7,23.5,0
"259699","Javien Elliott","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,71,185,"1993-07-18",NA,NA,NA,NA,NA,NA,NA,NA,1
"259700","Trai Turner","Carolina Panthers","car",2019,16,3,3,"ankle",4,6,"OL",2014,3,92,75,315,"1993-06-14",4.93,NA,25,NA,75,310,NA,27.5,1
"259701","Chris Reed","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,77,300,"1992-07-22",NA,NA,NA,NA,NA,NA,NA,NA,0
"259702","Stacy McGee","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",2013,6,205,75,339,"1990-01-17",4.98,NA,NA,NA,75,308,NA,NA,0
"259703","Michael Palardy","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"P",NA,NA,NA,71,200,"1992-07-06",NA,NA,NA,NA,NA,NA,NA,NA,0
"259704","DeAndrew White","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,72,195,"1991-10-16",4.44,6.97,NA,118,71,193,4.18,34.5,0
"259705","Kyle Love","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,73,310,"1986-11-18",NA,NA,NA,NA,NA,NA,NA,NA,1
"259706","Gerald McCoy","Carolina Panthers","car",2019,16,0,1,"knee",5,5,"DEF",2010,1,3,76,295,"1988-02-25",5.04,7.32,23,114,76,295,4.48,30.5,1
"259707","Vernon Butler","Carolina Panthers","car",2019,16,0,2,"back illness",9,15,"DEF",2016,1,30,76,330,"1994-06-14",5.33,7.82,26,104,76,323,4.76,29.5,0
"259708","Taylor Moton","Carolina Panthers","car",2019,16,0,1,"knee",12,12,"OL",2017,2,64,77,325,"1994-08-14",5.18,7.73,23,109,77,319,4.58,30.5,1
"259709","Luke Kuechly","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",2012,1,9,75,238,"1991-04-20",4.58,6.92,27,123,75,242,4.12,38,1
"259710","Mike Davis","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"RB",2015,4,126,69,220,"1993-02-19",4.61,7,17,116,69,217,4.18,34,0
"259711","Jermaine Carter Jr.","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",2018,5,161,73,225,"1995-01-14",NA,NA,NA,NA,NA,NA,NA,NA,1
"259712","Efe Obada","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,78,265,"1992-04-13",NA,NA,NA,NA,NA,NA,NA,NA,0
"259713","Eric Reid","Carolina Panthers","car",2019,16,0,4,"ankle illness",5,14,"DEF",2013,1,18,73,215,"1991-12-10",4.53,6.99,17,134,73,213,4.22,40.5,1
"259714","Tre Boston","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",2014,4,128,73,205,"1992-06-25",4.58,7.04,18,116,72,204,4.31,35,1
"259715","Christian McCaffrey","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"RB",2017,1,8,71,205,"1996-06-07",4.48,6.57,10,121,71,202,4.22,37.5,1
"259716","Jarius Wright","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"WR",2012,4,118,70,190,"1989-11-25",4.39,6.93,11,120,70,182,4.03,38,0
"259717","Chris Manhertz","Carolina Panthers","car",2019,16,1,2,"concussion",5,6,"TE",NA,NA,NA,78,255,"1992-04-10",NA,NA,NA,NA,NA,NA,NA,NA,1
"259718","Matt Paradis","Carolina Panthers","car",2019,16,0,1,"illness",15,15,"OL",2014,6,207,75,300,"1989-10-12",5.34,7.6,23,103,75,306,4.46,26,1
"259719","Donte Jackson","Carolina Panthers","car",2019,16,3,4,"groin hip",4,10,"DEF",2018,2,55,70,180,"1995-11-08",4.32,NA,7,124,71,175,NA,NA,0
"259720","Cole Luke","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,71,200,"1995-06-30",NA,NA,NA,NA,NA,NA,NA,NA,0
"259721","J.J. Jansen","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,74,235,"1986-01-20",NA,NA,NA,NA,NA,NA,NA,NA,0
"259722","Jordan Kunaszyk","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,75,235,"1996-10-15",NA,NA,NA,NA,NA,NA,NA,NA,0
"259723","Curtis Samuel","Carolina Panthers","car",2019,16,0,2,"shoulder knee",8,15,"WR",2017,2,40,71,195,"1996-08-11",4.31,7.09,18,119,71,196,4.33,37,1
"259724","Reggie Bonnafon","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"RB",NA,NA,NA,72,215,"1996-01-04",NA,NA,NA,NA,NA,NA,NA,NA,0
"259725","Wes Horton","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,77,265,"1989-12-17",NA,NA,NA,NA,NA,NA,NA,NA,0
"259726","Ian Thomas","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"TE",2018,4,101,76,260,"1996-06-06",4.74,7.15,NA,123,76,259,4.2,36,0
"259727","Ross Cockrell","Carolina Panthers","car",2019,16,2,2,"quadricep",10,11,"DEF",2014,4,109,72,191,"1991-08-06",4.56,7.28,10,122,72,191,4.32,36.5,1
"259728","Chris Hogan","Carolina Panthers","car",2019,16,9,10,"",5,14,"WR",NA,NA,NA,73,210,"1987-10-24",NA,NA,NA,NA,NA,NA,NA,NA,1
"259729","Brandon Zylstra","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,74,215,"1993-03-25",NA,NA,NA,NA,NA,NA,NA,NA,0
"259730","T.J. Green","Carolina Panthers","car",2019,NA,NA,NA,NA,NA,NA,"DEF",2016,2,57,75,215,"1995-03-15",4.34,NA,13,129,74,209,NA,35.5,0
"259731","Greg Olsen","Carolina Panthers","car",2019,16,2,4,"back concussion",2,14,"TE",2007,1,31,77,255,"1985-03-11",4.51,7.04,23,114,78,254,4.48,35.5,1
"259734","Teddy Bridgewater","New Orleans Saints","nor",2019,NA,NA,NA,NA,NA,NA,"QB",2014,1,32,74,215,"1992-11-10",NA,7.17,NA,113,74,214,4.2,30,0
"259759","Will Clapp","New Orleans Saints","nor",2019,17,2,3,"hand back elbow",4,13,"OL",2018,7,245,77,311,"1995-12-10",5.39,8.04,25,97,76,311,4.92,29,0
"259770","Nick Vigil","Cincinnati Bengals","cin",2019,16,0,1,"ankle",12,12,"DEF",2016,3,87,74,230,"1993-08-20",4.72,6.73,NA,115,74,239,4,31.5,1
"259771","John Miller","Cincinnati Bengals","cin",2019,16,3,3,"groin concussion",7,15,"OL",2015,3,81,75,315,"1993-08-12",5.33,8.2,29,104,74,303,4.75,27,1
"259772","Germaine Pratt","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"DEF",2019,3,72,74,245,"1996-05-21",4.57,NA,24,116,74,240,NA,32.5,1
"259773","Alex Erickson","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,72,195,"1992-11-06",NA,NA,NA,NA,NA,NA,NA,NA,1
"259774","Brady Sheldon","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,77,231,"1993-02-23",NA,NA,NA,NA,NA,NA,NA,NA,0
"259775","Darqueze Dennard","Cincinnati Bengals","cin",2019,16,7,9,"hamstring illness",1,14,"DEF",2014,1,24,71,205,"1991-10-10",4.52,NA,15,NA,71,199,NA,NA,0
"259776","Sam Hubbard","Cincinnati Bengals","cin",2019,16,1,1,"knee",13,13,"DEF",2018,3,77,77,265,"1995-06-29",NA,6.84,NA,116,77,270,4.32,35,1
"259777","Tyler Eifert","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"TE",2013,1,21,78,255,"1990-09-08",4.68,6.92,22,119,77,250,4.32,35.5,0
"259778","Kevin Huber","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"P",2009,5,142,73,210,"1985-07-16",4.87,NA,NA,NA,73,220,NA,NA,0
"259779","Andrew Billings","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"DEF",2016,4,122,73,328,"1995-03-06",5.05,8.05,31,113,73,311,4.82,27.5,1
"259780","Darius Phillips","Cincinnati Bengals","cin",2019,16,8,9,"",4,12,"DEF",2018,5,170,70,190,"1995-06-26",4.54,NA,NA,NA,70,190,NA,NA,1
"259781","Cordy Glenn","Cincinnati Bengals","cin",2019,16,9,9,"concussion related",1,9,"OL",2012,2,41,78,345,"1989-09-18",5.08,8.13,31,93,78,345,5,23.5,0
"259782","Andy Dalton","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"QB",2011,2,35,74,219,"1987-10-29",4.83,6.93,NA,106,74,215,4.27,29.5,1
"259783","Trenton Irwin","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"WR",NA,NA,NA,74,207,"1995-12-10",NA,NA,NA,NA,NA,NA,NA,NA,0
"259784","Greg Mabin","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,73,200,"1994-06-25",NA,NA,NA,NA,NA,NA,NA,NA,0
"259785","Tyler Boyd","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"WR",2016,2,55,74,203,"1994-11-15",4.58,6.9,11,119,73,197,4.35,34,1
"259786","Fred Johnson","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,79,326,"1997-06-05",NA,NA,NA,NA,79,326,NA,NA,1
"259787","Trey Hopkins","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"OL",NA,NA,NA,75,316,"1992-07-06",NA,NA,NA,NA,NA,NA,NA,NA,1
"259788","Jordan Evans","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"DEF",2017,6,193,75,242,"1995-01-27",NA,NA,NA,NA,NA,NA,NA,NA,0
"259789","Carl Lawson","Cincinnati Bengals","cin",2019,16,4,4,"hamstring",3,8,"DEF",2017,4,116,74,265,"1995-06-29",4.67,7.46,35,114,74,261,4.19,33,0
"259790","Trayveon Williams","Cincinnati Bengals","cin",2019,16,2,2,"foot",1,2,"RB",2019,6,182,68,206,"1997-10-18",4.51,7.44,19,121,68,206,4.44,33,0
"259791","Jessie Bates III","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"DEF",2018,2,54,73,200,"1997-02-26",4.5,6.78,NA,117,74,195,4.26,35.5,1
"259792","Tony McRae","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"DEF",NA,NA,NA,70,185,"1993-05-03",NA,NA,NA,NA,NA,NA,NA,NA,0
"259793","Andrew Brown","Cincinnati Bengals","cin",2019,NA,NA,NA,NA,NA,NA,"DEF",2018,5,158,75,290,"1995-12-30",5.03,7.51,31,101,76,296,4.48,28,0
